[HEADER]
Gravity [m2/s]:	9.81
Area meas. section [m2]:	0.0120
GVF porthole distance [m]:	0.960
Density liquid [kg/m3]:	998
[DATA]
[s]	[HH:mm:ss]	[m3/h]	[m3/h]	[pct]	[ln/min]	[mbar]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[W]	[W]	[W]
time	wall_time	Q_tunnel_setp	Q_tunnel	S_pump_setp	Q_bubbles	Pdiff_GVF	T_TC_01	T_TC_02	T_TC_03	T_TC_04	T_TC_05	T_TC_06	T_TC_07	T_TC_08	T_TC_09	T_TC_10	T_TC_11	T_TC_12	T_ambient	T_inlet	T_outlet	T_chill_setp	T_chill	P_PSU_1	P_PSU_2	P_PSU_3
365.204	13:36:03.665	21.600	21.620	32.413	0.00	0.29	88.24	89.07	86.73	88.47	85.46	90.37	21.27	21.25	21.21	21.17	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	870.11
365.304	13:36:03.765	21.600	21.605	32.413	0.00	0.29	88.24	89.07	86.73	88.47	85.46	90.37	21.27	21.25	21.21	21.17	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	870.11
365.403	13:36:03.864	21.600	21.605	32.413	0.00	0.30	88.24	89.07	86.73	88.47	85.46	90.37	21.27	21.25	21.21	21.17	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
365.504	13:36:03.965	21.600	21.600	32.413	0.00	0.29	88.24	89.07	86.73	88.47	85.46	90.37	21.27	21.25	21.21	21.17	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
365.604	13:36:04.065	21.600	21.595	32.413	0.00	0.28	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
365.704	13:36:04.165	21.600	21.600	32.413	0.00	0.26	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
365.803	13:36:04.264	21.600	21.605	32.413	0.00	0.25	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
365.904	13:36:04.365	21.600	21.600	32.413	0.00	0.25	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.692	21.828	19.0	19.0	870.06	870.01	869.96
366.004	13:36:04.465	21.600	21.600	32.419	0.00	0.28	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.828	19.0	19.0	870.06	870.01	869.96
366.104	13:36:04.565	21.600	21.600	32.419	0.00	0.28	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.828	19.0	19.0	870.06	870.01	869.96
366.204	13:36:04.665	21.600	21.605	32.419	0.00	0.25	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.828	19.0	19.0	869.94	870.01	869.96
366.304	13:36:04.765	21.600	21.600	32.419	0.00	0.25	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.828	19.0	19.0	869.94	870.01	869.96
366.404	13:36:04.865	21.600	21.590	32.419	0.00	0.27	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
366.504	13:36:04.965	21.600	21.595	32.419	0.00	0.25	88.18	89.16	86.99	88.37	85.42	90.56	21.27	21.25	21.21	21.18	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
366.604	13:36:05.065	21.600	21.585	32.419	0.00	0.27	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
366.704	13:36:05.165	21.600	21.575	32.419	0.00	0.24	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
366.804	13:36:05.265	21.600	21.575	32.419	0.00	0.23	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
366.903	13:36:05.364	21.600	21.570	32.419	0.00	0.25	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
367.004	13:36:05.465	21.600	21.575	32.431	0.00	0.21	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.921	21.700	21.834	19.0	19.0	869.94	869.87	869.96
367.104	13:36:05.565	21.600	21.570	32.431	0.00	0.17	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.911	21.700	21.834	19.0	19.0	869.94	869.87	869.96
367.204	13:36:05.665	21.600	21.560	32.431	0.00	0.18	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	869.93	869.96
367.304	13:36:05.765	21.600	21.555	32.431	0.00	0.21	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	869.93	869.96
367.404	13:36:05.865	21.600	21.555	32.431	0.00	0.21	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
367.504	13:36:05.965	21.600	21.555	32.431	0.00	0.22	87.94	88.75	87.25	88.28	85.12	90.82	21.27	21.23	21.22	21.19	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
367.604	13:36:06.065	21.600	21.550	32.431	0.00	0.21	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
367.704	13:36:06.165	21.600	21.545	32.431	0.00	0.24	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
367.804	13:36:06.265	21.600	21.555	32.431	0.00	0.26	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
367.904	13:36:06.365	21.600	21.550	32.431	0.00	0.29	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.700	21.834	19.0	19.0	870.06	870.07	869.96
368.004	13:36:06.465	21.600	21.545	32.438	0.00	0.29	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.834	19.0	19.0	870.06	870.07	869.96
368.104	13:36:06.565	21.600	21.550	32.438	0.00	0.28	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.834	19.0	19.0	870.06	870.07	869.96
368.204	13:36:06.665	21.600	21.560	32.438	0.00	0.26	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.834	19.0	19.0	869.94	870.07	869.96
368.304	13:36:06.765	21.600	21.550	32.438	0.00	0.22	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.834	19.0	19.0	869.94	870.01	869.96
368.404	13:36:06.865	21.600	21.555	32.438	0.00	0.22	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
368.504	13:36:06.965	21.600	21.560	32.438	0.00	0.20	87.87	87.74	87.06	88.41	84.99	91.12	21.28	21.23	21.22	21.17	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
368.604	13:36:07.065	21.600	21.560	32.438	0.00	0.23	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
368.704	13:36:07.165	21.600	21.560	32.438	0.00	0.21	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
368.804	13:36:07.265	21.600	21.555	32.438	0.00	0.20	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
368.904	13:36:07.365	21.600	21.555	32.438	0.00	0.19	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
369.004	13:36:07.465	21.600	21.555	32.438	0.00	0.21	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.911	21.695	21.817	19.0	19.0	869.94	870.01	869.96
369.104	13:36:07.565	21.600	21.550	32.438	0.00	0.23	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.919	21.695	21.817	19.0	19.0	869.94	870.01	869.96
369.204	13:36:07.665	21.600	21.560	32.438	0.00	0.22	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.304	13:36:07.765	21.600	21.555	32.438	0.00	0.22	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.404	13:36:07.865	21.600	21.560	32.438	0.00	0.18	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.504	13:36:07.965	21.600	21.560	32.438	0.00	0.18	87.66	87.67	86.89	88.57	85.00	90.87	21.28	21.24	21.22	21.16	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.604	13:36:08.065	21.600	21.555	32.438	0.00	0.19	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.704	13:36:08.165	21.600	21.555	32.438	0.00	0.17	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.804	13:36:08.265	21.600	21.555	32.438	0.00	0.18	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
369.904	13:36:08.365	21.600	21.550	32.438	0.00	0.17	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.695	21.817	19.0	19.0	870.06	870.01	869.96
370.004	13:36:08.465	21.600	21.550	32.444	0.00	0.16	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.817	19.0	19.0	870.06	870.01	869.96
370.104	13:36:08.565	21.600	21.550	32.444	0.00	0.17	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.817	19.0	19.0	870.06	870.01	869.96
370.204	13:36:08.665	21.600	21.550	32.444	0.00	0.18	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.817	19.0	19.0	870.00	870.01	869.96
370.304	13:36:08.765	21.600	21.545	32.444	0.00	0.16	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.817	19.0	19.0	870.00	870.01	869.96
370.404	13:36:08.865	21.600	21.540	32.444	0.00	0.18	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
370.504	13:36:08.965	21.600	21.540	32.444	0.00	0.19	87.93	88.00	86.87	88.25	85.03	90.64	21.27	21.23	21.21	21.17	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
370.604	13:36:09.065	21.600	21.530	32.444	0.00	0.17	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
370.704	13:36:09.165	21.600	21.530	32.444	0.00	0.18	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
370.804	13:36:09.265	21.600	21.525	32.444	0.00	0.19	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
370.904	13:36:09.365	21.600	21.530	32.444	0.00	0.19	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
371.004	13:36:09.465	21.600	21.530	32.450	0.00	0.17	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.919	21.706	21.822	19.0	19.0	870.00	870.01	869.96
371.104	13:36:09.565	21.600	21.540	32.450	0.00	0.19	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	869.96
371.204	13:36:09.665	21.600	21.535	32.450	0.00	0.19	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	869.96
371.304	13:36:09.765	21.600	21.530	32.450	0.00	0.23	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	869.96
371.405	13:36:09.866	21.600	21.535	32.450	0.00	0.24	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
371.504	13:36:09.965	21.600	21.540	32.450	0.00	0.25	87.93	88.04	86.87	88.48	84.94	90.59	21.27	21.23	21.22	21.18	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
371.604	13:36:10.065	21.600	21.540	32.450	0.00	0.26	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
371.704	13:36:10.165	21.600	21.535	32.450	0.00	0.28	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
371.804	13:36:10.265	21.600	21.540	32.450	0.00	0.27	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
371.904	13:36:10.365	21.600	21.535	32.450	0.00	0.28	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.706	21.822	19.0	19.0	870.00	870.01	870.11
372.004	13:36:10.465	21.600	21.540	32.456	0.00	0.29	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.822	19.0	19.0	870.00	870.01	870.11
372.104	13:36:10.565	21.600	21.540	32.456	0.00	0.30	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.822	19.0	19.0	870.00	870.01	870.11
372.204	13:36:10.665	21.600	21.545	32.456	0.00	0.31	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.822	19.0	19.0	870.00	870.01	870.11
372.304	13:36:10.765	21.600	21.545	32.456	0.00	0.29	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.822	19.0	19.0	870.00	870.01	870.11
372.404	13:36:10.865	21.600	21.540	32.456	0.00	0.31	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.822	19.0	19.0	870.00	870.01	870.11
372.504	13:36:10.965	21.600	21.540	32.456	0.00	0.31	88.46	88.01	86.95	88.84	85.03	90.50	21.27	21.24	21.20	21.17	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
372.604	13:36:11.065	21.600	21.540	32.456	0.00	0.31	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
372.704	13:36:11.165	21.600	21.545	32.456	0.00	0.32	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
372.804	13:36:11.265	21.600	21.545	32.456	0.00	0.30	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
372.904	13:36:11.365	21.600	21.545	32.456	0.00	0.30	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
373.004	13:36:11.465	21.600	21.545	32.456	0.00	0.28	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.929	21.699	21.823	19.0	19.0	870.00	870.01	870.11
373.104	13:36:11.565	21.600	21.550	32.456	0.00	0.28	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.934	21.699	21.823	19.0	19.0	870.00	870.01	870.11
373.204	13:36:11.665	21.600	21.545	32.456	0.00	0.30	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.934	21.699	21.823	19.0	19.0	870.06	870.01	870.11
373.304	13:36:11.765	21.600	21.545	32.456	0.00	0.29	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.934	21.699	21.823	19.0	19.0	870.06	870.01	870.11
373.404	13:36:11.865	21.600	21.545	32.456	0.00	0.29	88.77	87.88	86.94	88.58	85.22	90.72	21.29	21.25	21.21	21.19	nan	nan	22.934	21.699	21.823	19.0	19.0	870.20	870.01	869.96
